denkmalnummern,hauptstruktur,periode,gemeinde,gemeinde_wkt,landkreis,regierungsbezirk,bibliographie,befund_e1,befund_e2,befunde_e3,lng_gk,lat_gk,lng_wgs84,lat_wgs84,DenkmalNummer,fender_typ,fender_zeitstellung,Höhe_SRTM1_puffer50m,Neigung_SRTM1_puffer50m,Hangausrichtung_SRTM1_puffer50m,Loess_1zu500k_puffer50m,Wasser_puffer50m,Umfeldanalyse_km2,Viewshed_km2,CorineCode,Reliefenergie,Frosttage_Jahr,Niederschlag_Jahr,Niederschlag_Sommer,Niederschlag_Frühling,Sonnenstunden_Jahr,Sonnenstunden_Frühling,Sonnenstunden_Sommer,Temperatur_Jahr,Temperatur_Sommer,Temperatur_Frühling
D-1-7931-0010,Siedlung,HA,Landsberg am Lech,POINT(10.86134 48.03477),Landsberg am Lech,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4416454,5323936,10.877967854963595000,48.048042247840201000,D-1-7931-0010,Siedlung,Hallstattzeit,"619,85","8,50","227,82","653,99","148,98","52,36","14,23",112,50,104,1018,369,247,1691,497,651,"8,4","17,1","8,3"
D-1-7935-0046,Grab,LTD,Oberhaching,POINT(11.58067 48.00292),München,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4469679,5319425,11.592148801993764000,48.012223548726276000,D-1-7935-0046,Bestattung,Spätlatènezeit,"595,85","3,34","316,57","3137,68","1088,16","53,64","14,21",112,21,105,1107,408,271,1703,495,645,"8,3","17,0","8,2"
D-1-7935-0046,Siedlung,LTC,Oberhaching,POINT(11.58067 48.00292),München,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4469679,5319425,11.592148801993764000,48.012223548726276000,D-1-7935-0046,Bestattung,Spätlatènezeit,"595,85","3,34","316,57","3137,68","1088,16","53,64","14,21",112,21,105,1107,408,271,1703,495,645,"8,3","17,0","8,2"
D-1-7935-0046,Siedlung,LTD,Oberhaching,POINT(11.58067 48.00292),München,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4469679,5319425,11.592148801993764000,48.012223548726276000,D-1-7935-0046,Bestattung,Spätlatènezeit,"595,85","3,34","316,57","3137,68","1088,16","53,64","14,21",112,21,105,1107,408,271,1703,495,645,"8,3","17,0","8,2"
D-1-7935-0046,Grab,LTC,Oberhaching,POINT(11.58067 48.00292),München,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4469679,5319425,11.592148801993764000,48.012223548726276000,D-1-7935-0046,Bestattung,Spätlatènezeit,"595,85","3,34","316,57","3137,68","1088,16","53,64","14,21",112,21,105,1107,408,271,1703,495,645,"8,3","17,0","8,2"
D-1-7935-0141,Siedlung,HAC-LTD,Taufkirchen,POINT(12.44598 48.14131),,,"FIS-Daten des BLfD, Fender 2017",,,,4472129,5322597,11.624779796338141000,48.040862137081184000,D-1-7935-0141,Siedlung,Eisenzeit,"569,23","1,97","187,71","4920,09","256,01","56,84","14,07",112,9,103,1082,398,263,1715,500,652,"8,6","17,3","8,5"
D-1-7935-0141,Grab,LTC,Taufkirchen,POINT(12.44598 48.14131),,,"FIS-Daten des BLfD, Fender 2017",,,,4472129,5322597,11.624779796338141000,48.040862137081184000,D-1-7935-0141,Siedlung,Eisenzeit,"569,23","1,97","187,71","4920,09","256,01","56,84","14,07",112,9,103,1082,398,263,1715,500,652,"8,6","17,3","8,5"
D-2-7036-0165,Siedlung,LTA-LTB,Riedenburg,POINT(11.69078 48.96918),Kelheim,Niederbayern,"FIS-Daten des BLfD, Fender 2017",,,,4476902,5425010,11.683110702598750000,48.962017659740063000,D-2-7036-0165,Siedlung,Frühlatènezeit,"359,31","4,52","61,10","4623,23","185,10","29,77","1,60",112,141,97,715,237,159,1661,510,671,"8,9","17,8","9,0"
D-2-7041-0243,Siedlung,HA,Parkstetten,POINT(12.60501 48.91991),Straubing-Bogen,Niederbayern,"FIS-Daten des BLfD, Fender 2017",,,,4543845,5419851,12.596723658372079000,48.914513909159190000,D-2-7041-0243,Siedlung,Hallstattzeit,"318,31","1,81","222,83","2901,71","821,53","57,47","67,35",112,7,99,768,244,167,1678,517,679,"8,8","17,8","9,1"
D-2-7141-0054,Siedlung,LT,Straubing,POINT(12.57345 48.88076),Straubing,Niederbayern,"FIS-Daten des BLfD, Fender 2017",,,,4543241,5416807,12.588162047617377000,48.887185599247871000,D-2-7141-0054,Siedlung,Latènezeit,"318,15","3,01","236,21","1484,74","33,87","54,67","72,56",112,12,100,740,238,163,1685,522,684,"8,8","17,8","9,1"
D-2-7237-0010,Siedlung,LTD,Biburg,POINT(11.84895 48.78374),,,"FIS-Daten des BLfD, Fender 2017",,,,4489116,5405806,11.850418727747254000,48.789668689316812000,D-2-7237-0010,Siedlung,Spätlatènezeit,"375,85","1,53","218,59","1610,56","360,67","52,61","12,78",112,9,98,743,246,169,1680,514,674,"8,9","17,8","9,1"
D-2-7242-0024,Siedlung,HA,Wallersdorf,POINT(12.75201 48.73561),Dingolfing-Landau,Niederbayern,"FIS-Daten des BLfD, Fender 2017",,,,4555243,5404892,12.750202041074154000,48.779100242645782000,D-2-7242-0024,Siedlung,Hallstattzeit,"328,75","2,03","124,91","0,00","3995,11","64,34","67,74",112,6,101,801,264,180,1664,512,670,"8,7","17,7","8,9"
D-2-7242-0024,Siedlung,LT,Wallersdorf,POINT(12.75201 48.73561),Dingolfing-Landau,Niederbayern,"FIS-Daten des BLfD, Fender 2017",,,,4555243,5404892,12.750202041074154000,48.779100242645782000,D-2-7242-0024,Siedlung,Hallstattzeit,"328,75","2,03","124,91","0,00","3995,11","64,34","67,74",112,6,101,801,264,180,1664,512,670,"8,7","17,7","8,9"
D-2-7343-0064,Siedlung,LT,Eichendorf,POINT(12.845 48.63353),Dingolfing-Landau,Niederbayern,"FIS-Daten des BLfD, Fender 2017",,,,4562527,5388649,12.846844575933234000,48.632363397503241000,D-2-7343-0064,Siedlung,Latènezeit,"357,08","1,42","298,09","0,00","119,58","48,28","36,77",112,11,98,815,277,186,1660,510,671,"8,8","17,9","9,1"
D-2-7343-0064,Siedlung,HA,Eichendorf,POINT(12.845 48.63353),Dingolfing-Landau,Niederbayern,"FIS-Daten des BLfD, Fender 2017",,,,4562527,5388649,12.846844575933234000,48.632363397503241000,D-2-7343-0064,Siedlung,Latènezeit,"357,08","1,42","298,09","0,00","119,58","48,28","36,77",112,11,98,815,277,186,1660,510,671,"8,8","17,9","9,1"
D-2-7446-0001,Siedlung,LT,Passau,POINT(13.41508 48.5821),Passau,Niederbayern,"FIS-Daten des BLfD, Fender 2017",,,,4609000,5382527,13.475564282605829000,48.570965100409211000,D-2-7446-0001,Siedlung,Latènezeit,"299,62","2,31","110,04","1593,20","110,15","34,53","8,93",112,81,101,954,301,219,1724,529,680,"8,7","17,8","9,1"
D-2-7446-0004,Siedlung,LTD,Passau,POINT(13.41508 48.5821),Passau,Niederbayern,"FIS-Daten des BLfD, Fender 2017",,,,4610624,5382951,13.497675366997290000,48.574492500070313000,D-2-7446-0004,Siedlung,Spätlatènezeit,"295,69","1,98","207,32","1130,60","168,85","35,94","4,67",112,30,0,0,0,0,0,0,0,"-999,9","-999,9","-999,9"
D-2-7447-0055,Siedlung,LTD,Obernzell,POINT(13.614 48.57291),Passau,Niederbayern,"FIS-Daten des BLfD, Fender 2017",,,,4621110,5380911,13.639126136155577000,48.554218552736153000,D-2-7447-0055,Siedlung,Spätlatènezeit,"295,17","1,45","218,82","10386,35","113,56","23,53","27,76",112,35,97,993,316,231,1681,516,670,"9,0","18,0","9,3"
D-1-6934-0117,Grab,HA,Beilngries,POINT(11.49587 49.01307),Eichstätt,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4461323,5432765,11.469631284360945000,49.030968340739008000,D-1-6934-0117,"Bestattung, Hügelgrab",Hallstattzeit,"368,77","2,19","111,01","12052,66","468,95","39,68","12,59",121,8,97,759,241,178,1646,507,669,"8,9","17,7","9,0"
D-1-7234-0036,Siedlung,LTD,Ingolstadt,POINT(11.39495 48.75512),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4456197,5406040,11.402407022686107000,48.790323245871122000,D-1-7234-0036,Siedlung,Spätlatènezeit,"375,75","1,88","217,48","1237,11","45,97","53,63","23,97",121,13,99,693,230,157,1684,517,682,"8,8","17,7","8,9"
D-1-7235-0145,Siedlung,HA,Kösching,POINT(11.52168 48.84023),Eichstätt,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4463581,5406279,11.502873645320667000,48.792948982561327000,D-1-7235-0145,Herrenhof,Hallstattzeit,"373,46","1,61","224,13","11,15","478,74","53,91","6,42",121,8,99,702,231,160,1695,521,685,"8,8","17,7","8,9"
D-2-7345-0008,Siedlung,LTD,Vilshofen an der Donau,POINT(13.18034 48.61687),Passau,Niederbayern,"FIS-Daten des BLfD, Fender 2017",,,,4588805,5388969,13.203355239626108000,48.632065786240155000,D-2-7345-0008,Siedlung,Spätlatènezeit,"305,62","8,87","214,77","334,22","118,37","38,63","11,02",124,67,101,918,295,207,1658,512,675,"8,7","17,9","9,1"
D-1-7833-0152,Grab,LT,Fürstenfeldbruck,POINT(11.22948 48.17783),Fürstenfeldbruck,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4442803,5339337,11.229273982023143000,48.189442730326817000,D-1-7833-0152,Bestattung,Latènezeit,"520,23","3,58","99,52","1171,48","1953,25","54,51","20,06",131,19,100,956,328,237,1708,502,661,"8,5","17,2","8,5"
D-3-6237-0012,Siedlung,LTA-LTB,Eschenbach i.d.OPf.,POINT(11.83034 49.747),Neustadt an der Waldnaab,Oberpfalz,"FIS-Daten des BLfD, Fender 2017",,,,4489987,5510625,11.859636387874158000,49.732171207552426000,D-3-6237-0012,Siedlung,Frühlatènezeit,"496,38","3,51","162,77","29907,95","1381,86","44,18","8,22",131,36,106,812,233,177,1574,480,632,"7,9","16,7","8,0"
D-1-7733-0101,Siedlung,HA,Maisach,POINT(11.25457 48.23028),Fürstenfeldbruck,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4444672,5346190,11.253514341110282000,48.251233746001198000,D-1-7733-0101,Siedlung,Hallstattzeit,"521,46","4,59","115,80","0,00","172,74","46,55","11,94",142,20,103,884,324,210,1705,503,659,"8,4","17,1","8,3"
D-1-7733-0101,Siedlung,LT,Maisach,POINT(11.25457 48.23028),Fürstenfeldbruck,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4444672,5346190,11.253514341110282000,48.251233746001198000,D-1-7733-0101,Siedlung,Hallstattzeit,"521,46","4,59","115,80","0,00","172,74","46,55","11,94",142,20,103,884,324,210,1705,503,659,"8,4","17,1","8,3"
D-1-6934-0116,Grab,HA,Beilngries,POINT(11.49587 49.01307),Eichstätt,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4461028,5431695,11.465700252425350000,49.021328765308262000,D-1-6934-0116,"Bestattung, Hügelgrab",Hallstattzeit,"367,38","2,67","143,81","11336,34","123,03","38,17","4,84",211,15,96,746,237,175,1644,507,669,"8,9","17,7","9,0"
D-1-6934-0157,Siedlung,LTD,Beilngries,POINT(11.49587 49.01307),Eichstätt,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4462299,5432428,11.483008829161468000,49.027998668023258000,D-1-6934-0157,Siedlung,Spätlatènezeit,"365,54","2,51","226,80","11256,41","51,66","35,35","28,23",211,9,106,895,292,210,1655,506,662,"8,3","17,0","8,3"
D-1-7034-0211,Siedlung,HA,Walting,POINT(11.30311 48.92023),Eichstätt,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4452680,5420928,11.352823844487142000,48.923933251113162000,D-1-7034-0211,Siedlung,Hallstattzeit,"380,15","2,49","185,37","10456,46","145,09","33,82","4,04",211,10,101,758,245,173,1667,510,671,"8,6","17,4","8,6"
D-1-7133-0337,Siedlung,LT,Eitensheim,POINT(11.31523 48.82605),Eichstätt,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4451007,5407792,11.331569639188674000,48.805689278868421000,D-1-7133-0337,Siedlung,Latènezeit,"390,36","1,84","193,35","0,00","990,47","57,48","41,22",211,10,101,711,235,164,1675,513,676,"8,7","17,6","8,8"
D-1-7133-0337,Siedlung,HA,Eitensheim,POINT(11.31523 48.82605),Eichstätt,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4451007,5407792,11.331569639188674000,48.805689278868421000,D-1-7133-0337,Siedlung,Latènezeit,"390,36","1,84","193,35","0,00","990,47","57,48","41,22",211,10,101,711,235,164,1675,513,676,"8,7","17,6","8,8"
D-1-7134-0005,Siedlung,HA,Ingolstadt,POINT(11.39495 48.75512),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4456364,5408794,11.404386813398965000,48.815098497726041000,D-1-7134-0005,Siedlung,Hallstattzeit,"392,17","1,46","142,89","1439,15","1108,45","54,08","35,49",211,13,101,713,236,163,1689,518,681,"8,6","17,5","8,7"
D-1-7134-0005,Siedlung,LT,Ingolstadt,POINT(11.39495 48.75512),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4456364,5408794,11.404386813398965000,48.815098497726041000,D-1-7134-0005,Siedlung,Hallstattzeit,"392,17","1,46","142,89","1439,15","1108,45","54,08","35,49",211,13,101,713,236,163,1689,518,681,"8,6","17,5","8,7"
D-1-7134-0008,Siedlung,LT,Ingolstadt,POINT(11.39495 48.75512),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4456937,5408734,11.412194739295556000,48.814598992483866000,D-1-7134-0008,Siedlung,Latènezeit,"396,92","3,90","178,73","2004,82","699,92","52,69","60,99",211,31,101,713,236,163,1689,518,681,"8,6","17,5","8,7"
D-1-7134-0034,Siedlung,HA,Ingolstadt,POINT(11.39495 48.75512),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4456640,5408714,11.408153121062139000,48.814398487222824000,D-1-7134-0034,Siedlung,Hallstattzeit,"392,85","5,05","203,80","1707,17","964,25","53,27","4,18",211,31,101,713,236,163,1689,518,681,"8,6","17,5","8,7"
D-1-7134-0220,Siedlung,LT,Gaimersheim,POINT(11.36395 48.81367),Eichstätt,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4453385,5409964,11.363693789998106000,48.825402340188262000,D-1-7134-0220,Siedlung,Latènezeit,"405,08","1,84","197,68","805,44","954,95","56,84","165,23",211,15,101,699,228,160,1679,514,677,"8,7","17,5","8,8"
D-1-7134-0421,Siedlung,HA,Stammham,POINT(12.87514 48.25084),,,"FIS-Daten des BLfD, Fender 2017",,,,4460840,5413888,11.464842631184949000,48.861201527962635000,D-1-7134-0421,Siedlung,Hallstattzeit,"481,82","1,01","157,75","6373,74","5052,09","51,31","3,74",211,18,106,724,244,162,1703,519,681,"8,3","17,0","8,4"
D-1-7135-0030,Grab,HA,Kösching,POINT(11.52168 48.84023),Eichstätt,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4464025,5407988,11.508766462666896000,48.808342163842539000,D-1-7135-0030,"Bestattung, Hügelgrab",Hallstattzeit,"381,77","4,58","254,96","89,94","0,00","50,80","15,61",211,44,100,710,235,161,1701,522,684,"8,7","17,6","8,8"
D-1-7135-0380,Grab,HA,Kösching,POINT(11.52168 48.84023),Eichstätt,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4464020,5407310,11.508757868477245000,48.802245310049820000,D-1-7135-0380,"Bestattung, Hügelgrab",Hallstattzeit,"385,00","1,43","236,26","0,00","521,76","54,39","11,87",211,9,100,710,235,161,1701,522,684,"8,7","17,6","8,8"
D-1-7232-0010,Siedlung,LTD,Rennertshofen,POINT(11.04785 48.77307),Neuburg-Schrobenhausen,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4428731,5401559,11.029431489535696000,48.747492359785497000,D-1-7232-0010,Siedlung,Spätlatènezeit,"400,14","2,40","167,14","0,00","1278,81","50,01","38,97",211,32,99,719,231,170,1654,503,670,"8,8","17,6","8,9"
D-1-7232-0013,Siedlung,LT,Rennertshofen,POINT(11.04785 48.77307),Neuburg-Schrobenhausen,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4431323,5402042,11.064591775571907000,48.752126359715561000,D-1-7232-0013,Siedlung,Latènezeit,"395,09","1,84","220,31","363,03","297,74","46,97","8,31",211,12,99,705,226,166,1653,505,670,"8,8","17,7","9,0"
D-1-7233-0039,Siedlung,LT,Ingolstadt,POINT(11.39495 48.75512),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4450576,5404069,11.326150593692288000,48.772178979095621000,D-1-7233-0039,Siedlung,Latènezeit,"375,08","1,92","198,25","2321,19","677,31","57,06","11,69",211,7,100,696,230,160,1666,511,677,"8,8","17,7","8,9"
D-1-7233-0039,Siedlung,HA,Ingolstadt,POINT(11.39495 48.75512),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4450576,5404069,11.326150593692288000,48.772178979095621000,D-1-7233-0039,Siedlung,Latènezeit,"375,08","1,92","198,25","2321,19","677,31","57,06","11,69",211,7,100,696,230,160,1666,511,677,"8,8","17,7","8,9"
D-1-7233-0058,Siedlung,HA,Ingolstadt,POINT(11.39495 48.75512),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4447331,5404005,11.282015522662910000,48.771337195568556000,D-1-7233-0058,Siedlung,Hallstattzeit,"399,46","0,94","225,55","314,85","1463,13","53,84","17,43",211,13,100,705,231,163,1663,511,675,"8,7","17,7","8,9"
D-1-7233-0062,Siedlung,LTA-LTB,Ingolstadt,POINT(11.39495 48.75512),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4448029,5403800,11.291536494943092000,48.769552612058185000,D-1-7233-0062,Siedlung,Frühlatènezeit,"375,85","2,11","143,95","1033,38","1391,50","53,72","31,70",211,20,101,720,236,167,1666,511,675,"8,7","17,6","8,8"
D-1-7233-0071,Siedlung,LT,Ingolstadt,POINT(11.39495 48.75512),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4447340,5403905,11.282150759089324000,48.770438791468194000,D-1-7233-0071,Siedlung,Latènezeit,"398,67","0,92","219,36","336,55","1553,93","53,71","15,55",211,13,101,723,237,167,1662,508,675,"8,7","17,6","8,8"
D-1-7233-0079,Siedlung,LT,Ingolstadt,POINT(11.39495 48.75512),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4446278,5405921,11.267440913084902000,48.788475084460806000,D-1-7233-0079,Siedlung,Latènezeit,"383,25","1,02","217,37","1077,31","26,01","53,86","49,60",211,12,101,717,231,167,1663,509,675,"8,7","17,6","8,9"
D-1-7233-0100,Siedlung,HAC-LTD,Ingolstadt,POINT(11.39495 48.75512),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4445953,5405441,11.263081526558862000,48.784130947028224000,D-1-7233-0100,Siedlung,Eisenzeit,"401,08","0,51","115,29","499,30","436,72","54,02","24,72",211,24,101,720,231,167,1661,508,674,"8,7","17,7","8,9"
D-1-7233-0538,Grab,LTC,Egweil,POINT(11.22447 48.78723),Eichstätt,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4443465,5405226,11.229258047430994000,48.781976526876576000,D-1-7233-0538,Bestattung,Mittellatènezeit,"397,25","1,74","110,83","0,00","1109,35","52,81","17,60",211,13,101,720,231,167,1661,508,674,"8,7","17,7","8,9"
D-1-7234-0044,Siedlung,HAC-LTD,Ingolstadt,POINT(11.39495 48.75512),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4454086,5403550,11.373957450503278000,48.767781250583553000,D-1-7234-0044,Siedlung,Eisenzeit,"376,58","1,55","183,80","0,00","449,10","54,48","56,61",211,12,100,705,234,161,1673,513,680,"8,8","17,7","9,0"
D-1-7234-0208,Siedlung,LT,Ingolstadt,POINT(11.39495 48.75512),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4457971,5396888,11.427483576410712000,48.708151420584969000,D-1-7234-0208,Siedlung,Latènezeit,"369,38","0,89","191,78","7048,36","668,67","58,76","89,19",211,6,99,731,246,169,1670,512,679,"8,8","17,7","9,0"
D-1-7234-0211,Siedlung,LT,Ingolstadt,POINT(11.39495 48.75512),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4458296,5397067,11.431881113312970000,48.709782825531015000,D-1-7234-0211,Siedlung,Latènezeit,"368,23","2,27","223,11","7020,73","594,69","58,62","89,98",211,6,99,731,246,169,1670,512,679,"8,8","17,7","9,0"
D-1-7234-0383,Siedlung,HA,Ingolstadt,POINT(11.39495 48.75512),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4455632,5406121,11.394709376785558000,48.791011504759290000,D-1-7234-0383,Siedlung,Hallstattzeit,"373,77","1,37","125,58","727,64","0,00","54,00","12,46",211,10,99,694,229,159,1681,515,681,"8,8","17,7","8,9"
D-1-7234-0421,Siedlung,LT,Ingolstadt,POINT(11.39495 48.75512),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4461525,5404373,11.475070934998213000,48.775686363526418000,D-1-7234-0421,Siedlung,Latènezeit,"369,31","0,95","289,85","412,09","118,46","52,82","58,85",211,10,98,699,233,160,1686,518,683,"8,8","17,7","8,9"
D-1-7235-0110,Siedlung,HA,Vohburg a.d.Donau,POINT(11.61239 48.76956),Pfaffenhofen an der Ilm,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4473573,5406032,11.638878822076817000,48.791233474997192000,D-1-7235-0110,Siedlung,Hallstattzeit,"396,62","3,92","113,44","0,00","1379,63","51,32","49,14",211,22,100,758,254,172,1691,518,679,"8,7","17,6","8,9"
D-1-7235-0306,Siedlung,HA,Vohburg a.d.Donau,POINT(11.61239 48.76956),Pfaffenhofen an der Ilm,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4469167,5401936,11.579223603645787000,48.754198610656253000,D-1-7235-0306,Siedlung,Hallstattzeit,"357,09","1,86","224,41","2230,89","487,48","50,66","26,31",211,5,97,714,237,163,1687,517,681,"8,9","17,8","9,1"
D-1-7332-0065,Siedlung,LT,Burgheim,POINT(11.03843 48.69082),Neuburg-Schrobenhausen,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4428161,5392035,11.023339283999670000,48.661795043798804000,D-1-7332-0065,Siedlung,Latènezeit,"453,18","2,94","87,54","880,14","1273,94","45,99","42,85",211,29,103,823,278,196,1660,502,669,"8,5","17,3","8,5"
D-1-7433-0115,Siedlung,LTD,Waidhofen,POINT(11.33621 48.57806),Neuburg-Schrobenhausen,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4448702,5382918,11.303282956896309000,48.581840696301271000,D-1-7433-0115,Siedlung,Spätlatènezeit,"412,25","4,28","164,44","5875,86","612,01","49,55","85,31",211,25,104,806,277,193,1667,505,671,"8,5","17,4","8,6"
D-1-7433-0115,Siedlung,LTC,Waidhofen,POINT(11.33621 48.57806),Neuburg-Schrobenhausen,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4448702,5382918,11.303282956896309000,48.581840696301271000,D-1-7433-0115,Siedlung,Spätlatènezeit,"412,25","4,28","164,44","5875,86","612,01","49,55","85,31",211,25,104,806,277,193,1667,505,671,"8,5","17,4","8,6"
D-1-7437-0064,Siedlung,HA,Wang,POINT(11.91815 48.49769),Freising,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4494392,5374034,11.922655565972072000,48.504027736341406000,D-1-7437-0064,Siedlung,Hallstattzeit,"424,62","1,51","195,16","0,00","161,77","46,32","3,81",211,15,99,773,270,176,1707,515,674,"8,8","17,6","8,9"
D-1-7535-0002,Grab,LTC,Kranzberg,POINT(11.62664 48.40486),Freising,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4470369,5364190,11.598264972581525000,48.414828551916180000,D-1-7535-0002,Bestattung,Mittellatènezeit,"442,92","2,18","184,67","681,23","189,57","50,03","35,79",211,9,101,847,301,201,1724,517,670,"8,6","17,4","8,7"
D-1-7535-0033,Siedlung,LT,Hohenkammer,POINT(11.53343 48.42577),Freising,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4464317,5363554,11.516565896922044000,48.408795226137748000,D-1-7535-0033,Siedlung,Latènezeit,"506,08","3,24","87,56","811,40","1470,88","45,39","4,63",211,38,103,939,327,227,1711,510,664,"8,5","17,3","8,6"
D-1-7536-0083,Siedlung,HA,Zolling,POINT(11.76793 48.46853),Freising,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4484639,5367937,11.790897537427121000,48.449035209829390000,D-1-7536-0083,Siedlung,Hallstattzeit,"423,82","1,62","196,90","547,03","496,60","46,91","6,76",211,8,101,792,279,184,1733,520,675,"8,7","17,5","8,8"
D-1-7537-0178,Siedlung,HAD,Moosburg a.d.Isar,POINT(11.93954 48.46209),Freising,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4492492,5366793,11.897074642126556000,48.438890712169965000,D-1-7537-0178,Siedlung,Frühlatènezeit,"431,69","1,09","219,59","13,19","519,68","50,69","24,06",211,16,101,825,292,192,1722,517,672,"8,7","17,6","8,8"
D-1-7537-0178,Siedlung,LTA-LTB,Moosburg a.d.Isar,POINT(11.93954 48.46209),Freising,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4492492,5366793,11.897074642126556000,48.438890712169965000,D-1-7537-0178,Siedlung,Frühlatènezeit,"431,69","1,09","219,59","13,19","519,68","50,69","24,06",211,16,101,825,292,192,1722,517,672,"8,7","17,6","8,8"
D-1-7537-0258,Siedlung,LT,Langenbach,POINT(7.32033 49.48987),,,"FIS-Daten des BLfD, Fender 2017",,,,4490884,5365869,11.875362331291143000,48.430559928207337000,D-1-7537-0258,Siedlung,Latènezeit,"433,25","1,02","149,98","0,00","283,23","47,90","16,92",211,7,101,824,292,192,1722,517,672,"8,7","17,6","8,8"
D-1-7635-0206,Siedlung,HAD,Neufahrn b.Freising,POINT(11.65513 48.3348),Freising,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4470492,5356841,11.600443280374636000,48.348746556721068000,D-1-7635-0206,Siedlung,Frühlatènezeit,"482,40","1,90","280,91","1297,77","0,00","46,55","18,19",211,28,103,901,325,213,1732,515,670,"8,5","17,3","8,5"
D-1-7635-0206,Siedlung,LTA-LTB,Neufahrn b.Freising,POINT(11.65513 48.3348),Freising,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4470492,5356841,11.600443280374636000,48.348746556721068000,D-1-7635-0206,Siedlung,Frühlatènezeit,"482,40","1,90","280,91","1297,77","0,00","46,55","18,19",211,28,103,901,325,213,1732,515,670,"8,5","17,3","8,5"
D-1-7635-0206,Siedlung,HAD,Neufahrn b.Freising,POINT(11.65513 48.3348),Freising,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4470492,5356841,11.600443280374636000,48.348746556721068000,D-1-7635-0206,Siedlung,Frühlatènezeit,"482,40","1,90","280,91","1297,77","0,00","46,55","18,19",211,28,103,901,325,213,1732,515,670,"8,5","17,3","8,5"
D-1-7635-0206,Siedlung,LTA-LTB,Neufahrn b.Freising,POINT(11.65513 48.3348),Freising,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4470492,5356841,11.600443280374636000,48.348746556721068000,D-1-7635-0206,Siedlung,Frühlatènezeit,"482,40","1,90","280,91","1297,77","0,00","46,55","18,19",211,28,103,901,325,213,1732,515,670,"8,5","17,3","8,5"
